RecordID,PlayerID,Club,Position,BaseSalary,GuaranteedComp,Year
77ir9Uma,0tAqFI,TOR,M,"75000.0","93500.0",2016
RCiH1IoD,0tAqFI,TOR,M,"90000.0","108500.0",2017
R0S9cyf3,0tAqFI,TOR,M,"99000.00","117500.00",2018
7B6pTGFy,0tAqFI,TOR,M,"120000.00","138500.00",2019
doGMpVWR,0tAqFI,MIA,M,"144000.00","156833.00",2020
SfOfveOM,0tAqFI,MIA,M,"167500.00","180333.00",2021
pViOS9QL,DcH4r4,POR,M,"100008.0","143758.0",2011
HrLF7sJT,DcH4r4,POR,M,"150000.0","193750.0",2012
zo19hNsm,DcH4r4,POR,M,"200004.0","243754.0",2013
6RVP8jkd,DcH4r4,POR,M,"170000.0","170000.0",2014
FxpHNKrg,DcH4r4,POR,M,"170000.0","170000.0",2015
CibaqFJO,DcH4r4,POR,M,"150000.0","172000.0",2016
hAVlaN5v,DcH4r4,POR,M,"500000.0","522000.0",2017
BleQXP63,DcH4r4,POR,M,"550000.00","572000.00",2018
k5BlI0OI,DcH4r4,POR,M,"550000.08","568750.08",2019
wFa7Hprg,DcH4r4,POR,M,"650000.00","668750.00",2020
yDESFQhe,DcH4r4,POR,M,"650000.00","668750.00",2021
HRxmTgUV,DcH4r4,POR,M,"675000.00","683333.00",2022
obNXF6aK,DcH4r4,POR,M,"650000.00","658333.00",2023
LIW0TpiJ,DcH4r4,POR,M,"500000.00","508333.00",2024
7t3Bj5Ez,DcH4r4,POR,M,"725000.00","725000.00",2025 Sp
spWZ6bwt,f1Gzy4,POR,M,"1200000.00","1392000.00",2020
hJ06LDN9,f1Gzy4,POR,M,"1200000.00","1503000.00",2021
qb9VgyjS,f1Gzy4,POR,M,"1500000.00","1803000.00",2022
wcbS7cUs,f1Gzy4,POR,M,"1500000.00","1803000.00",2023
6lyDf1Dn,X5Cd7B,CHI,F,"45000.0","45000.0",2011
9f7XGRiU,JtdS2a,DAL,M,"60000.0","70000.0",2009
g8TyiUxr,JtdS2a,DAL,M,"60000.0","70000.0",2010
CdYOZHie,JtdS2a,DAL,M,"50000.0","50000.0",2011
YJfrm9LD,JtdS2a,SJ,M,"150000.0","150000.0",2012
fby42An0,JtdS2a,SJ,M,"175000.0","175000.0",2013
tE6Nvc46,JtdS2a,CHV,M,"200000.0","200000.0",2014
mE03AagO,P4txon,DAL,D,"63547.00","72756.00",2020
dw1dRIsl,P4txon,DAL,D,"80000.00","89209.00",2021
UjhepKu4,P4txon,DAL,D,"100000.00","109209.00",2022
IT7d7XYU,YoHVYa,CLB,D,"370000.00","418250.00",2023
fiDiW8V9,YoHVYa,CLB,D,"505000.00","553250.00",2024
tmY0p6nG,YoHVYa,CLB,D,"610000.00","658250.00",2025 Sp
CxD0b4MC,Iuvo7i,SEA,F,"54500.04","54500.04",2018
MCzGkoh8,fkUlxI,TOR,M,"249999.96","259333.29",2015
Su0UBvtM,fkUlxI,TOR,M,"250000.0","259333.33",2016
zQ0EeAOk,fkUlxI,TOR,M,"65004.0","65004.0",2017
FjGinrkk,NKxjWx,KC,F,"100008.0","110008.0",2010
Mw0Gn3e2,YUR82O,LAFC,D,"1000000.00","1075000.00",2022
18PZ8EOp,YUR82O,LAFC,D,"1000000.00","1075000.00",2023
w28nI07n,KWPmrz,CHV,M,"20100.0","20100.0",2009
qV8XwH3B,KWPmrz,CHV,M,"40000.0","40000.0",2010
cD2tGxYX,KWPmrz,CHV,M,"42000.0","42000.0",2011
P4ACtKQS,Lo6rxO,CHV,M,"12900.0","12900.0",2008
gCxlG140,RBdInJ,HOU,F,"220000.0","220000.0",2007
tWIrQNTz,RBdInJ,HOU,F,"231000.0","231000.0",2008
HiiHtnbH,RBdInJ,HOU,F,"242550.0","242550.0",2009
3XcjuJMz,RBdInJ,HOU,F,"350000.0","350000.0",2010
XCDxsJqf,RBdInJ,HOU,F,"375000.0","412500.0",2011
B6MPi1pR,RBdInJ,HOU,F,"192000.0","236000.0",2012
xtFHCAjs,RBdInJ,HOU,F,"50000.0","75000.0",2013
ts3uQsBO,93oLvq,RBNY,F,"40000.0","40000.0",2010
LeSJytpZ,82awxp,RBNY,F,"20100.0","20100.0",2009
UJi1ZDVm,82awxp,RBNY,F,"40000.0","40000.0",2010
RoVxEpeK,82awxp,RBNY,F,"42000.0","42000.0",2011
3yUkom8d,cOXJmm,CIN,F,"80622.00","95402.00",2025 Sp
9CrRLP0E,iYN3dp,VAN,M,"360000.00","396875.00",2019
cSgXcBfg,THlwZm,VAN,M/F,"280000.0","280000.0",2011
g6ezQlwF,Owi9DE,MTL,M,"54075.0","54075.0",2017
RPaGCWzg,Owi9DE,MTL,M,"67500.00","67500.00",2018
SgpGPGR4,KhQz5C,MTL,M,"54500.04","59441.04",2018
jWYhUO63,KhQz5C,MTL,M,"80000.04","86390.04",2019
6CnV9FW4,KhQz5C,MTL,M,"95000.00","104238.00",2020
m7rAaDCH,KhQz5C,MTL,M,"105000.00","114238.00",2021
fwSlmjsL,KhQz5C,MTL,M,"125000.00","134238.00",2022
7YtOiKIO,KhQz5C,MTL,M,"250000.00","276667.00",2023
lhlFQdk4,q1J2eU,ATL,M,"63547.00","63547.00",2021
x8vfJnsX,q1J2eU,ATL,M,"65500.00","65500.00",2022
3g0Ih7xc,q1J2eU,ATL,M,"89716.00","89716.00",2023
3dqX2rUY,3t1V43,ATL,D,"80622.00","80622.00",2025 Sp
CT2Vyvq3,WjuWW7,RBNY,F,"3200000.00","3530667.00",2025 Sp
s6i3m5NX,0FLUJS,RBNY,M,"46500.0","46500.0",2013
oFuMpV95,0FLUJS,RBNY,M,"48825.0","48825.0",2014
IkO7vBrK,SWWoxa,CHV,M,"35125.0","35125.0",2013
bX42jkId,2QZwZB,TOR,D,"65500.00","70631.00",2022
MV57g4hn,H2h2fr,LA,D,"600000.00","620000.00",2018
tv2fSjgL,dNlq1q,RBNY,D,"156000.0","157500.0",2008
doEYM8f8,5LN5Go,LAFC,M,"367875.00","411750.00",2020
OgkPa7jP,5LN5Go,LAFC,M,"367875.00","411750.00",2021
YmxmaNVq,5LN5Go,LAFC,M,"367875.00","411750.00",2022
sQObzRTK,EnJSWH,SJ,M,"67360.00","67360.00",2023
u1GT62oZ,lNhlsE,MTL,D,"370000.0","401666.67",2015
ubwf8uru,lNhlsE,MTL,D,"630000.0","661666.67",2016
7puooCqt,lNhlsE,MTL,D,"630000.0","661666.67",2017
fwBM7daj,lNhlsE,TOR,D,"399999.96","435624.96",2019
5EvO2a4V,lNhlsE,TOR,D,"425000.00","460625.00",2020
dfQO18fj,Nh47oo,TOR,M,"80622.00","94478.00",2025 Sp
5a49x4Nv,SxM1l3,DAL,M,"124999.92","167999.92",2015
VsZihZjA,anrVMh,KC,F,"63547.00","66547.00",2021
JHhknBJG,anrVMh,KC,F,"65500.00","68500.00",2022
x6adXgn8,anrVMh,KC,M-F,"85444.00","88444.00",2023
5rh8hAlB,anrVMh,KC,M,"89716.00","92716.00",2024
433t7M51,LsGP6q,ATL,F,"244000.00","244000.00",2022
x8hEEInD,hn0DA5,SEA,D,"63547.00","63547.00",2021
uQcI3KAX,hn0DA5,SEA,D,"66724.00","66724.00",2022
9c7wrU1J,hn0DA5,SEA,D,"85444.00","85444.00",2023
aq8AsyX1,ZzmBYZ,RBNY,M,"63547.00","100747.00",2020
9hkzGZKE,ZzmBYZ,RBNY,M,"106773.00","143973.00",2021
64iHHJuL,ZzmBYZ,RBNY,M,"148800.00","331850.00",2022
Z8nATd2n,ZzmBYZ,MTL,M,"350000.00","382000.00",2024
vRETPmMH,ZzmBYZ,MTL,M,"375000.00","407000.00",2025 Sp
Up1hdh7L,BlxMEg,COL,F,"17700.0","17700.0",2007
xbqYx1Fs,BlxMEg,COL,M,"33000.0","33000.0",2008
1OvcF6vU,BlxMEg,COL,M,"85000.0","90000.0",2009
sYOdHRpQ,BlxMEg,COL,M,"89250.0","94250.0",2010
bo5EonGw,BlxMEg,HOU,M,"93713.0","98713.0",2011
PNUtG8Kq,BlxMEg,HOU,M,"105427.0","110427.0",2012
pTQB79qv,BlxMEg,LA,M,"80000.0","80000.0",2013
c44KvBYu,5XNSHu,HOU,M,"195000.0","195000.0",2007
gGX8bXrg,5XNSHu,HOU,M,"225500.0","225500.0",2008
GeXji56T,5XNSHu,HOU,M,"248050.0","248050.0",2009
WnUi4hzO,5XNSHu,HOU,M,"260000.04","293750.04",2012
fSWhvpMi,5XNSHu,HOU,M,"274000.0","307750.0",2013
5dXpCgwZ,5XNSHu,HOU,M,"288000.0","321750.0",2014
gZ6pqYRI,5XNSHu,HOU,M,"304000.0","337750.0",2015
r1vhmSzx,5XNSHu,HOU,M,"319200.0","356700.0",2016
oYds6o6w,5XNSHu,HOU,M,"335160.0","372660.0",2017
Qr8GrKmC,5XNSHu,CLB,M,"125000.04","125000.04",2018
I8eU7VFz,5XNSHu,CLB,M,"159999.96","159999.96",2019
xwPrj8sG,PYhfv8,CLB,GK,"135000.0","138333.33",2014
SmbFj6YC,PYhfv8,CLB,GK,"170000.0","188333.33",2015
3ScHdTn1,PYhfv8,CLB,GK,"220000.0","238333.33",2016
vBPLZ3PD,PYhfv8,POR,GK,"120000.00","130000.00",2018
AYv4aFeO,PYhfv8,POR,GK,"140000.04","140000.04",2019
7CIFw0a0,PYhfv8,POR,GK,"250000.00","250000.00",2020
PHozLP7i,PYhfv8,POR,GK,"250000.00","250000.00",2021
dqIMdIDh,PYhfv8,HOU,GK,"560000.00","620031.00",2022
LlMP4VXA,PYhfv8,HOU,GK,"560000.00","619281.00",2023
dUcGqsjh,PYhfv8,HOU,GK,"625000.00","684281.00",2024
GZJFIqbz,zZXCR2,VAN,F,"44000.04","44000.04",2012
JcVPDoMp,zZXCR2,VAN,F,"46500.0","46500.0",2013
y1StPaQc,zZXCR2,VAN,F,"60000.0","60000.0",2014
AN9GQObO,zZXCR2,VAN,F,"60000.0","60000.0",2015
QPI1K3Jz,ft3SXW,POR,D,"53004.0","58004.0",2017
e7hLb3bQ,yJk4nu,KC,M,"90000.0","90000.0",2014
srXlvk6a,7XSSIF,CHI,GK,"53004.0","53004.0",2017
HNgFCloz,7XSSIF,CHI,GK,"55654.20","55654.20",2018
CWwIaORt,7XSSIF,CHI,GK,"70250.04","70250.04",2019
5ctgMLZ9,7XSSIF,SEA,GK,"81375.00","81375.00",2020
7oojLD5a,7XSSIF,SEA,GK,"96375.00","96375.00",2021
xtolB8aE,7XSSIF,SEA,GK,"150000.00","167500.00",2022
Ottfby7T,7XSSIF,SEA,GK,"200000.00","217500.00",2023
eWjPseqx,7XSSIF,ATX,GK,"200000.00","224167.00",2024
6RQ9nKjr,7XSSIF,ATX,GK,"250000.00","274167.00",2025 Sp
HHrZQwUv,v03u0L,ATL,D,"67360.00","67360.00",2023
rPDzDLB6,v03u0L,ATL,D,"89716.00","89716.00",2024
DYLDntJ2,v03u0L,ATL,D,"109000.00","109000.00",2025 Sp
jpNm74cY,8Sq9Jy,MTL,F,"800000.00","888000.00",2024
NCzMvTFE,GMbx6l,HOU,D,"57500.0","73500.0",2014
OeQ2Tdwx,GMbx6l,HOU,D,"60375.0","76375.0",2015
lsTY4SMc,P0bCCq,NSH,GK,"81375.00","81375.00",2020
jXjJ0s7j,84JPxe,LA,D,"35125.0","35125.0",2013
sc4zSHN3,84JPxe,CHI,D,"48500.0","48500.0",2014
w5nC5bLP,84JPxe,CHI,D,"60000.0","60000.0",2015
qX3lzG14,giiXrx,HOU,D,"51149.0","66149.0",2007
Ks84HR2y,giiXrx,SJ,D,"132000.0","133250.0",2008
fnV1ijvx,giiXrx,HOU,D,"145000.0","146250.0",2009
AkCGpn2V,giiXrx,HOU,D,"100000.0","100000.0",2010
tM9HsyJi,giiXrx,NE,D,"70000.0","71666.67",2011
PlTRE4k0,WRyutX,CHI,M,"140004.0","146670.67",2014
GgVoaLyL,WRyutX,CHI,M,"220000.0","226666.67",2015
g1S88QkH,WRyutX,CHI,M,"160000.0","160000.0",2016
cSC5LTQc,UKajuy,KC,D,"275000.0","375000.0",2016
yzf2vIOC,hA58vv,TOR,D-M,"67360.00","71693.00",2023
v00TZU1b,hA58vv,TOR,M,"89716.00","94049.00",2024
fQtPHTGi,hA58vv,TOR,M,"200012.00","235012.00",2025 Sp
ohzWn2Yr,Fodh6x,ATL,GK,"265000.00","303500.00",2024
H8NA3ZU8,Fodh6x,ATL,GK,"289992.00","328492.00",2025 Sp
bMRFLZ9s,VxCh75,COL,M,"45000.0","78000.0",2007
ACdekhlx,VxCh75,COL,M,"70000.0","103000.0",2008
FeXDVGgC,VxCh75,NE,M,"75000.0","108000.0",2009
whhZRPko,VxCh75,NE,M,"100000.0","133000.0",2010
lkuRAh2F,AmnYKA,LA,D,"300000.0","327625.0",2016
uTSIV3GW,AmnYKA,LA,D,"350000.0","377625.0",2017
UxIjsPk5,AmnYKA,LA,D,"450000.00","722499.98",2018
VEMwNKRR,sidhQY,CHI,F,"54500.04","54500.04",2018
PYcYOxaP,sidhQY,CHI,M-F,"57225.00","57225.00",2019
vPLR38DA,sidhQY,CHI,F,"81375.00","81375.00",2020
VNMYNTFE,sidhQY,CHI,M,"101375.00","101375.00",2021
DET6LIuM,ARfTG1,KC,D,"185004.0","191254.0",2011
2f5oPHht,ARfTG1,KC,D,"210000.0","216250.0",2012
eaDDbir3,ARfTG1,KC,D,"250000.0","256250.0",2013
WwkzSLbu,ARfTG1,KC,D,"275000.0","281250.0",2014
ciN4DQMO,ARfTG1,ORL,D,"500000.0","525000.0",2015
Yzg3sRpa,ARfTG1,RBNY,D,"500000.0","525000.0",2016
xDHp2sGm,ARfTG1,RBNY,D,"450000.0","450000.0",2017
rwM66Yq4,ARfTG1,RBNY,D,"450000.00","450000.00",2018
mXwd0XGX,ARfTG1,PHI,D,"175000.08","175000.08",2019
bFdAm7Gh,ARfTG1,PHI,D,"200000.00","200000.00",2020
y5cH7etU,ARfTG1,PHI,D,"81375.00","81375.00",2021
NS8Vh6rl,B26yrT,DAL,GK,"80622.00","93047.00",2025 Sp
auYaSi6a,pshlyQ,DAL,F,"300000.0","385000.0",2017
oSckr0Gt,pshlyQ,DAL,F,"500000.04","585000.04",2018
FgGLQ4uE,pshlyQ,DAL,F,"500000.04","585000.04",2019
Dbrv092g,cK6hjh,ORL,M,"150000.00","150000.00",2018
qr3GzPRn,cK6hjh,ORL,M-F,"450000.00","450000.00",2019
SYLaKLHp,cK6hjh,ORL,M,"700000.00","700000.00",2020
vxLybQAl,2aeGDA,KC,F-M,"42000.0","42000.0",2007
3S8jDk0m,NX3qOH,SJ,D,"51499.92","51499.92",2016
A2z6YHmY,NX3qOH,SJ,D,"54075.0","54075.0",2017
glmeUZ06,NX3qOH,COL,D,"67500.00","67500.00",2018
fIh6jEGE,xO0W4G,VAN,M,"54499.92","60749.92",2018
Bnq3WboO,xO0W4G,VAN,M-F,"56250.00","81250.00",2019
B8gCrZV3,xO0W4G,VAN,M,"81375.00","81375.00",2020
fdH9GsVZ,xO0W4G,VAN,M,"81375.00","81375.00",2021
h4QG4cel,YGkqt7,COL,D,"42000.0","42000.0",2011
ZRP7l1zw,sBgo2J,PHI,D,"150000.0","165833.33",2016
ClltSwza,4QtznM,CHI,D,"144000.0","151500.0",2007
02gIIBZX,4QtznM,CHI,D,"156000.0","163500.0",2008
hwY2l2aw,4QtznM,CHI,D,"168000.0","188000.0",2009
qJb3ZObz,4QtznM,CHI,D,"180000.0","200000.0",2010
zHPbHgFw,4QtznM,RBNY,D,"125000.0","141666.67",2012
fksAhy2X,OQwWjh,POR,M-F,"150000.00","166666.67",2018
m9AaSRJf,OQwWjh,POR,M-F,"396000.00","396000.00",2019
nxGd7Fqj,OQwWjh,POR,M,"400000.00","400000.00",2020
uGfPLLU4,JWIucU,CHI,M,"62500.0","62500.0",2016
XjFmfrsi,JWIucU,CHI,M,"65625.0","65625.0",2017
uFx4IIPa,JWIucU,CHI,M,"68907.30","68907.30",2018
FLn3mrHG,Y77Xgg,KC,D,"194750.0","206000.0",2007
Bb0ojGsV,Y77Xgg,KC,D,"213750.0","225000.0",2008
WxGR31s3,Y77Xgg,KC,D,"213750.0","225000.0",2009
OzY2K3WD,Y77Xgg,KC,D,"232750.0","244000.0",2010
osi1tTHp,vHbXq3,SJ,M,"222000.0","244500.0",2009
S3Brnj1l,vHbXq3,SJ,M,"285000.0","307500.0",2010
hBs0z0D2,vHbXq3,SJ,M,"313500.0","336000.0",2011
EN0XFJby,vHbXq3,KC,M,"200000.0","215000.0",2012
9n0rVWNg,vHbXq3,TOR,M,"200000.0","215000.0",2013
V8xeY6RQ,vHbXq3,RBNY,M,"137500.0","147500.0",2014
JyuNAiF2,oglwGQ,ATL,F,"63547.00","63547.00",2020
B1J23aW8,oglwGQ,ATL,F,"63547.00","63547.00",2021
3byJ3HeX,oglwGQ,ATL,F,"84000.00","84000.00",2022
ro6HHHqk,oglwGQ,ATL,F,"89716.00","89716.00",2023
yD2gDhIU,0JG11E,RBNY,GK,"65000.0","65750.0",2007
LX6VO14D,0JG11E,RBNY,GK,"115000.0","115000.0",2008
bTO6j96U,0JG11E,CHV,GK,"36000.0","42125.0",2009
9b6BrfyQ,0JG11E,TOR,GK,"60000.0","69833.33",2010
Uak8vprm,0JG11E,CHI,GK,"70000.0","79833.33",2011
ieVMvsfM,UkBJR8,COL,M,"147500.0","152500.0",2007
To2lmCXm,UkBJR8,COL,M,"167500.0","172500.0",2008
bzO7E1SP,pdg5gv,TOR,M,"189000.0","202333.33",2017
8b6triQI,qx2mIb,DAL,F,"80000.0","83000.0",2007
kLPyjA91,qx2mIb,DAL,F,"80000.0","83000.0",2008
lVyFtkM7,qx2mIb,POR,F,"250000.0","267500.0",2011
iDwXk592,qx2mIb,RBNY,F,"275000.0","292500.0",2012
OcPRYoef,qx2mIb,DAL,F,"325000.0","342500.0",2013
KsLMYEng,qx2mIb,SEA,F,"200000.0","265625.0",2014
SvwJKPsT,qx2mIb,MTL,F,"220000.0","285625.0",2015
pjfWzwjo,K7ZVIz,CLT,F,"1000000.00","1142250.00",2023
NbtEdrVp,W33HwB,TOR,F,"365000.00","411625.00",2025 Sp
YS5ecEf2,q1Xlnr,MTL,D,"120192.00","120192.00",2022
WU1DQkcw,q1Xlnr,MTL,D,"216350.00","216350.00",2023
Uccm7deA,q1Xlnr,MTL,D,"216350.00","216350.00",2024
QG8047dM,4ztctv,NSH,M,"80622.00","102890.00",2025 Sp
0j9ijCsS,gesGCD,DC,M,"17700.0","17700.0",2008
Ku7xlZSi,j6nM2m,DC,M,"530000.00","596700.00",2023
vERqlq4R,j6nM2m,DC,M,"665000.00","731700.00",2024
sa8h3Cu7,j6nM2m,DC,M,"725000.00","791700.00",2025 Sp
0R5APR3H,vK3ZTm,TOR,M,"32604.0","32604.0",2011
q1BfI2mt,vK3ZTm,TOR,M,"44000.0","44000.0",2012
AOzaUrzK,UY9sYC,RSL,F,"600000.00","696000.00",2022
fy2zgm36,G2Lzb3,DC,M,"60000.0","70375.0",2015
PUgBKY3E,nsAjgx,NE,D,"100000.0","105000.0",2011
aNY0Enwy,JWlZ7g,VAN,D,"99999.96","111912.46",2019
NwznqvJu,JWlZ7g,VAN,D,"115500.00","127413.00",2020
6E3OuJwA,JWlZ7g,VAN,D,"127050.00","127050.00",2021
9g7VdME3,JWlZ7g,VAN,D,"127050.00","127050.00",2022
6BrnDzxw,a63Jor,LA,M,"549999.96","578499.96",2019
BiMaFbEg,a63Jor,LA,M,"600000.00","628500.00",2020
jqBRUwVR,a63Jor,HOU,M,"275000.00","290000.00",2021
ulYmEgPK,a63Jor,MLS,M,"300000.00","315000.00",2022
ntwJiKn5,6AvBMX,RBNY,GK,"462996.00","512656.00",2021
w0xHKOOJ,6AvBMX,RBNY,GK,"480000.00","529660.00",2022
kJRJkjTn,6AvBMX,RBNY,GK,"490000.00","539649.00",2023
Xat4gBdL,6AvBMX,RBNY,GK,"500000.00","549649.00",2024
NJB8sRVJ,6AvBMX,RBNY,GK,"550000.00","599649.00",2025 Sp
GnfNogue,uCZ24D,ATX,F,"300000.00","327500.00",2022
roLb6DNn,k0HUbs,CHI,D,"67500.00","67500.00",2018
muazAHGX,k0HUbs,MTL,D,"70875.00","70875.00",2019
zVVN3qDY,k0HUbs,MTL,D,"81375.00","81375.00",2020
qv6cx4lJ,nkqKDd,SJ,M,"190000.0","202500.0",2008
YhdsbkIH,nkqKDd,SJ,M,"190000.0","202500.0",2009
NIGMMdS9,nkqKDd,SJ,M,"150000.0","160625.0",2010
BB7O3GPV,nkqKDd,SJ,M,"165000.0","175625.0",2011
i40KlHhp,nkqKDd,SJ,M,"173250.0","183875.0",2012
eBLFdZlX,nkqKDd,SJ,M,"60000.0","60000.0",2013
5mu8NvFY,TZWxnC,SEA,D,"60000.0","68166.67",2015
CR1aV2Xz,kSbhff,CHV,F,"48000.0","48000.0",2012
XydNxM6e,kSbhff,CHV,F,"60000.0","60000.0",2013
RiZGUJei,kSbhff,CHV,F,"70000.0","70000.0",2014
9qnG0nXK,0Jy055,CHI,M,"44100.0","44100.0",2007
rgkqh0gX,hZb7mJ,CHV,F,"32604.0","32604.0",2011
fxFy1YW3,Apzh5e,CLT,D,"600000.00","633500.00",2022
RBDNNncX,Apzh5e,CLT,D,"625000.00","658500.00",2023
2yyoF7N7,lbTspE,LA,F,"3000000.00","5800000.00",2022
kzS5eudH,lbTspE,LA,M,"3000000.00","4508333.00",2023
CZ7QWJMj,pQJ5Oy,SJ,D,"350000.00","388333.00",2024
f9C35oUQ,pQJ5Oy,SJ,D,"375000.00","413333.00",2025 Sp
SURknFjx,I3MEUZ,HOU,F,"335000.04","425583.37",2011
IxcO8DbH,aAN7Lt,PHI,M,"180000.0","185000.0",2010
kP2yge84,WsNjl7,LA,D,"300000.00","337000.00",2021
81CrDCQm,WsNjl7,LA,D,"420000.00","457000.00",2022
72GHi8a8,WsNjl7,MLS,D,"480000.00","517000.00",2023
bATaVQts,QSDRDo,COL,GK,"30000.0","30000.0",2007
2PERgyPr,QSDRDo,COL,GK,"33000.0","33000.0",2008
F2NsvUzf,QSDRDo,RBNY,GK,"123999.96","125249.96",2009
HJuc8eqd,QSDRDo,RBNY,GK,"155000.0","156250.0",2010
nIOyF9hT,QSDRDo,RBNY,GK,"178250.0","179500.0",2011
L0xPmc92,amRLsL,CHV,M,"60000.0","206000.0",2011
6KyubuXA,amRLsL,CHV,M,"120000.0","120000.0",2012
ZcAuugaC,amRLsL,LA,M,"46500.0","46500.0",2013
ou4doPfw,01zk3j,SJ,F,"57225.00","67225.00",2019
qLhEqJhk,01zk3j,SJ,F,"63547.00","73547.00",2020
0RPhH5Lu,01zk3j,SJ,F,"120000.00","130000.00",2021
ec6qKL47,01zk3j,SJ,F,"545455.00","635364.00",2022
D9ILAoJb,01zk3j,SJ,M,"600000.00","689909.00",2023
bxadxdvX,7sZdMC,SJ,F,"71401.00","71401.00",2024
YPXJ6cjA,7sZdMC,SJ,F,"104000.00","104000.00",2025 Sp
6IA5hFeJ,2B1dds,RSL,D,"20100.0","20100.0",2009
2NEcHwRz,oRNsc2,DAL,F,"48504.0","65587.33",2014
D87sI4S6,oRNsc2,DAL,F,"60000.0","77083.33",2015
rFjMezQ3,oRNsc2,DAL,F-M,"70000.0","87083.33",2016
rSWieUA9,oRNsc2,DAL,F-M,"85000.0","102083.33",2017
9xkXoJcj,vI3pK1,PHI,M,"65000.00","77825.00",2021
dyQPBnA7,vI3pK1,PHI,M,"85000.00","97825.00",2022
Q3te6HNt,vI3pK1,PHI,D,"115000.00","127825.00",2023
Bz0YfwQK,vI3pK1,PHI,D,"160000.00","172825.00",2024
cYozjQSE,vI3pK1,MTL,D,"80622.00","90427.00",2025 Sp
iRKYNklI,uetXJV,SEA,F,"60000.0","60000.0",2015
30jKcqIG,uetXJV,SEA,F,"62508.0","62508.0",2016
JcNNC3fn,5VQSro,DC,GK,"168000.0","175857.14",2008
lpC0D0gI,dwQmnf,HOU,D,"44000.0","44000.0",2012
HRpJbFIu,dwQmnf,HOU,D,"46500.0","46500.0",2013
4CE3UTZ4,dwQmnf,TOR,D,"90000.0","100500.0",2014
Bz9lcBRH,dwQmnf,PHI,D,"108500.0","119000.0",2015
JCnxhXpb,dwQmnf,PHI,M,"118000.0","125666.67",2016
LgcdmLU1,dwQmnf,PHI,M,"125000.0","138000.0",2017
u36lZE9V,dwQmnf,PHI,M,"140000.00","153000.00",2018
QtfcWanU,dwQmnf,PHI,D-M,"162000.00","175300.00",2019
wzpPwXVV,dwQmnf,PHI,M,"170000.00","183300.00",2020
4LrCcpY8,VZLhnk,STL,GK,"85444.00","85444.00",2023
Ac7z4y95,Rzpy85,MIA,M,"67360.00","69360.00",2023
3xjx8LBW,Rzpy85,MIA,M,"99716.00","202216.00",2024
p5RfsoPl,Rzpy85,MIA,M,"400000.00","502500.00",2025 Sp
JSmNDFim,Xq2uLZ,MTL,GK,"35125.0","35125.0",2013
U2XLeWG9,Xq2uLZ,MTL,GK,"48500.0","48500.0",2014
PBugAv5p,Xq2uLZ,MTL,GK,"60000.0","60000.0",2015
oDHvdWcB,Xq2uLZ,MTL,GK,"52500.0","52500.0",2016
eNqtcS0p,Xq2uLZ,MTL,GK,"75000.0","79083.33",2017
UMptJh8S,Xq2uLZ,MTL,GK,"80000.00","84083.33",2018
PrfqUuzb,Xq2uLZ,VAN,GK,"90000.00","94083.33",2019
YiwUZnQl,Xq2uLZ,VAN,GK,"225000.00","252500.00",2020
U2yriKIu,Xq2uLZ,VAN,GK,"250000.00","277500.00",2021
vvRtMhmu,Xq2uLZ,LAFC,GK,"275000.00","302500.00",2022
4cAqm6cu,Xq2uLZ,LAFC,GK,"350000.00","377500.00",2023
KNm9qoKc,Xq2uLZ,POR,GK,"555000.00","618333.00",2024
jw8cto7z,Xq2uLZ,POR,GK,"585000.00","648333.00",2025 Sp
EUV1dOCI,aZgAOI,TOR,D,"1200000.00","1510000.00",2022
zEmokB3h,Afqhix,LAFC,M,"63547.00","63547.00",2021
sYwJZ9Sc,Afqhix,LAFC,D-M,"85444.00","85444.00",2023
We6oAS7V,RZiND5,NE,F,"17700.0","17700.0",2007
dd9pFQD8,RZiND5,NE,F,"33000.0","33000.0",2008
3FpWqQfg,RZiND5,KC,F,"34650.0","34650.0",2009
1Fs69DHG,RZiND5,DC,F,"40000.0","40000.0",2010
ydQRd96j,RZiND5,LA,F,"42000.0","42000.0",2011
8bjmvzT5,gBqUkW,DC,GK,"71401.00","71401.00",2024
6GmqEh3R,nsCgOg,CLB,D,"84996.0","84996.0",2017
jCXlo5Ug,nsCgOg,CLB,D,"95004.00","95004.00",2018
V07ZahR0,nsCgOg,CLB,D,"104504.40","104504.40",2019
f84abp9V,LrTdjw,KC,M,"650004.00","680004.00",2018
RKXliq8s,KzU12h,TOR,M,"36000.0","84000.0",2009
cKBX4pYl,KzU12h,SJ,M,"57500.0","105500.0",2010
UXkxn1s8,KzU12h,SJ,M,"63250.0","111250.0",2011
sCBV3Ouu,KzU12h,SJ,M,"71156.25","119156.25",2012
5KGxzziA,KzU12h,SJ,M,"175000.0","177500.0",2013
3ScYLdZf,KzU12h,SJ,M,"185000.0","187500.0",2014
75qigVTD,KzU12h,COL,M,"200000.0","202500.0",2015
w1SX8M0m,KzU12h,COL,M,"225000.0","227500.0",2016
8Vzw6bSc,KzU12h,MNUFC,M,"300000.0","306250.0",2017
84NoV1fY,KzU12h,MNUFC,M,"141660.00","208761.33",2018
olIRoOZJ,KzU12h,MLS,M,"330000.00","396990.33",2019
4AvnGoZY,KAkBi2,LA,GK,"34728.75","42228.75",2007
Xp5kGlOl,KAkBi2,LA,GK,"75000.0","75000.0",2008
